label,text
flight_id,give me a list of flights between pittsburgh and baltimore
flight_id,show me flights from baltimore to philadelphia
aircraft_code,how many people fit on a 72s airplane
transport_type,ground transportation atl to atlanta
flight_id,show me the cheapest flights round trip from new york to san jose
airport_code,what does dfw mean
flight_id,what about the flights from boston to la
transport_type,is there ground transportation from san diego airport to the downtown area
flight_id,okay on the following wednesday i'd like to go from memphis to cincinnati as early as possible
flight_id,is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city
flight_id,philadelphia to boston saturday
flight_id,what are the flights from boston to washington
flight_id,give me the first flight from boston to atlanta
flight_id,show me all flights from san francisco to boston on november tenth
fare_id,how much is the cheapest flight from denver to pittsburgh with a stop in atlanta
flight_id,the cheapest flights from atlanta to philadelphia that arrive after 12pm on a tuesday
flight_id,flights that go from oakland to philadelphia on friday
flight_id,san francisco to philadelphia please
flight_id,i would like to fly on american airlines from baltimore to san francisco
flight_id,show flights from denver to oakland arriving between 12 and 1 o'clock
flight_id,what flights are there from indianapolis to orlando
flight_id,what flights from kansas city to chicago arrive at chicago at 7pm next wednesday
flight_id,what is the cheapest flight flying from boston to atlanta before 8
flight_id,pittsburgh to atlanta please with a stopover in fort worth
transport_type,what is the schedule of ground transportation from washington airport into downtown
flight_id,all flights from sfo to long beach
departure_time,i need to fly from boston to baltimore please give me the times of your flights in the morning before 8 o'clock
flight_id,show me the flights from san francisco to dallas on continental airlines
flight_id,all flights from boston to philadelphia which show up on tuesday afternoon
flight_id,flights from pittsburgh to baltimore between 10am and 2pm
flight_id,give me all the flights from new york to miami round trip with costs less than 466 dollars
fare_basis_code,what is the fare code y and what is the fare code h
flight_id,show me the flights from pittsburgh to philadelphia
flight_id,delta flights to dallas please
minutes_distant,how much time does it take to go between the airport and downtown by ground transportation in dallas
flight_id,show me flights from pittsburgh to san francisco on friday leaving after 12 noon
flight_id,pittsburgh to denver
flight_id,flight information from pittsburgh to denver
flight_id,please arrange a flight for me from denver to san francisco on us air
departure_time,what time does the flight leave denver going to san francisco on continental airlines
flight_id,is there a thursday night flight from pittsburgh to san francisco on us air
flight_id,i'd like a list of the flights from oakland to dallas fort worth on sunday
flight_id,philadelphia to san francisco
flight_id,show me flights from seattle to san francisco that leave after 5pm
fare_id,what are the first class and coach fares for flights from chicago to kansas city arriving around 7pm next thursday
flight_id,do you have a flight on wednesday from denver to washington dc nonstop
